id,name,category,city,country,latitude,longitude,website,email,phone,social,verified
638,Aura apartman Sarajevo,Creative Industries,Sarajevo,Bosnia and Herzegovina,43.8438779,18.3415116,,,+387 61 095 105,,False
639,Aura osiguranje a. d.,Other,Sarajevo,Bosnia and Herzegovina,43.8500147,18.3559401,,,+387 33 456-456,,False
640,Frizerski salon Aura,Health & Wellbeing,Sarajevo,Bosnia and Herzegovina,43.8578026,18.4102372,,,+387 61 080 220,,False
641,Aura,Other,Banja Luka,Bosnia and Herzegovina,44.7713618,17.2202051,http://www.auraosiguranje.com/,,+387 51 490-490,,False
642,Aurora psihološko savjetovalište,Health & Wellbeing,Sarajevo,Bosnia and Herzegovina,43.856061,18.4323415,,,+387 61 351 740,,False
643,AURA by Bamboo RestoClub,Other,Sofia,Bulgaria,42.685423,23.3183611,https://aura.bambooclubs.bg/,,+359 89 844 5566,,False
644,Aura,Other,Sofia,Bulgaria,42.6891955,23.3203418,http://aura.bg/,,+359 2 980 5526,,False
645,AURA,Other,Sofia,Bulgaria,42.6473687,23.3150263,https://www.aura-complex.com/,,+359 87 630 0036,,False
646,Aurora Sofia,Other,Sofia,Bulgaria,42.6997489,23.3062442,http://www.aurora-sofia-hotel.eu/,,+359 2 423 2129,,False
647,"Магазин за подаръци ""Aurora Pens, Gifts & Decoration""",Other,Sofia,Bulgaria,42.6866363,23.3226918,http://www.aurora-gifts.com/,,+359 89 987 8900,,False
648,Aura Agency Ltd,Other,Sofia,Bulgaria,42.6890515,23.3324688,https://www.auraagency.it/,,+359 87 684 2537,,False
649,AURA,Other,Sofia,Bulgaria,42.63523319999999,23.3416781,https://matchmore.eu/,,,,False
650,Restaurant Aura Ресторант Аура,Other,Sofia,Bulgaria,42.6698298,23.3121714,,,+359 89 268 2887,,False
651,"Аура България ООД - Roboclean, Cebilon, Air Sense",Other,Sofia,Bulgaria,42.6762266,23.3598448,http://roboclean.bg/,,+359 87 886 0816,,False
652,AURORA BULGARIA,Other,Sofia,Bulgaria,42.6715672,23.3299734,,,+359 2 962 7909,,False
653,Aura Health,Health & Wellbeing,Zagreb,Croatia,45.802031,15.9636677,https://www.aurahealth.ch/,,+385 99 558 8800,,False
654,Aura consulting,Other,Zagreb,Croatia,45.7977121,15.9437812,http://www.auraconsulting.hr/,,+385 98 138 2346,,False
655,Aura beauty studio,Health & Wellbeing,Zagreb,Croatia,45.8167012,15.9964814,,,+385 99 370 2939,,False
656,"Distillery ""Aura""",Other,Buzet,Croatia,45.409104,13.966594,https://www.aura.hr/,,+385 91 269 4251,,False
657,AURA FAMILY DISTILLERY,Other,Novigrad,Croatia,45.3159956,13.5587201,https://www.aura.hr/en/,,,,False
658,Aura Consulting,Other,Zagreb,Croatia,45.8296523,15.8990127,https://auraconsulting.hr/,,+385 98 138 2346,,False
659,AURA D.O.O.,Other,Zagreb,Croatia,45.7938114,15.9982156,,,,,False
660,Aura - Hookah and Cocktail Bar,Other,Dubrovnik,Croatia,42.65415549999999,18.071757,,,,,False
661,Apartments Villa Aura,Creative Industries,Dubrovnik,Croatia,42.653022,18.090873,http://www.villaauradubrovnik.com/,,+385 99 212 3759,,False
662,Apartments aura,Creative Industries,Dubrovnik,Croatia,42.6508605,18.094321,,,,,False
663,"Aura, prod. Split",Other,Split,Croatia,43.5089982,16.4367928,,,+385 91 269 4251,,False
664,Studio Aura,Creative Industries,Split,Croatia,43.5056243,16.4621825,http://www.studioaura.hr/,,+385 21 785 387,,False
665,AURA LT D.O.O.,Other,Split,Croatia,43.5026553,16.4524646,,,+385 91 223 2270,,False
666,"AURA, s.r.o.",Other,,Czechia,49.196821,16.5944487,https://www.aura.cz/,,+420 544 508 111,,False
667,Hotel Aura Praha design&garden pool,Creative Industries,,Czechia,50.1512872,14.5034406,http://www.hotelaura.cz/,,+420 607 111 444,,False
668,AURA a.s.,Other,,Czechia,50.10740939999999,14.5029618,http://www.auranet.cz/,,+420 240 243 043,,False
669,AURA Medical s.r.o.,Health & Wellbeing,,Czechia,50.0103187,14.460102,https://www.auramedical.cz/,,+420 244 910 200,,False
670,AURA a.s.,Other,,Czechia,49.4509,14.357648,http://www.auranet.cz/,,+420 382 524 224,,False
671,Aura Invest Group s.r.o.,Other,,Czechia,50.077301,14.4539268,,,,,False
672,Aura-Pont s.r.o.,Other,,Czechia,50.0540703,14.416432,http://www.aura-pont.cz/,,,,False
673,AURA,Other,Vedbæk,Denmark,55.8395308,12.5335962,,,,,False
674,Klinik AURA,Other,København,Denmark,55.7082378,12.569402,http://www.klinikaura.dk/?utm_source=GMB&utm_medium=medium&utm_id=organisk,,+45 53 53 99 22,,False
675,Aura-wellness,Health & Wellbeing,Frederiksberg,Denmark,55.6759743,12.5197006,,,+45 91 96 44 28,,False
676,Aura Foreningen,Other,København,Denmark,55.6670919,12.5050107,,,+45 20 62 89 03,,False
677,Aura-Soma,Other,København,Denmark,55.6840634,12.585559,,,+45 40 83 60 22,,False
678,Aura Soma,Other,København,Denmark,55.679601,12.574218,http://www.aura-soma.se/utbildning/aurasoma_teacher.html,,+45 33 14 90 60,,False
679,Aurora Financial ApS,Other,København,Denmark,55.67073000000001,12.5839678,,,+45 78 76 85 28,,False
680,L-aura OÜ,Health & Wellbeing,Tallinn,Estonia,59.4327577,24.7642817,https://www.facebook.com/share/16Kmu3Un1X/?mibextid=wwXIfr,,+372 5834 0177,,False
681,Aurea Media MTÜ,Health & Wellbeing,Tallinn,Estonia,59.4371893,24.8079379,https://aureamedia.ee/,,+372 5817 1884,,False
682,Aura Vision OÜ,Health & Wellbeing,Tallinn,Estonia,59.43268,24.747189,http://www.auravision.eu/,,+372 5451 1141,,False
683,Aura Waterpark,Other,Tartu,Estonia,58.3753592,26.7350064,http://aurakeskus.ee/,,+372 730 0280,,False
684,Trükikoda Auratrükk,Other,Tallinn,Estonia,59.42152850000001,24.6796386,http://www.aura.ee/,,+372 672 0811,,False
685,Aura Allure,Other,Tallinn,Estonia,59.4368738,24.7576822,http://www.auravision.eu/,,,,False
686,Aura Capital Oy,Other,Helsinki,Finland,60.16923310000001,24.9475918,http://www.auratum.com/aura-capital,,+358 2 65166600,,False
687,Aura Beauty Studio|Helsinki,Health & Wellbeing,Helsinki,Finland,60.2496853,25.0036059,,,+358 41 3181139,,False
688,Kasvuly,Other,Helsinki,Finland,60.166794,24.9224632,http://www.kasvuly.com/,,+358 45 1256929,,False
689,HS Aura Sohvakeskus,Other,Helsinki,Finland,60.21636339999999,24.8747948,https://sohvakeskus.fi/,,+358 50 3062654,,False
690,Aura,Other,Aura,Finland,60.64664750000001,22.5912395,http://www.aura.fi/,,,,False
691,Aura Rakennus Uusimaa Oy,Other,Vantaa,Finland,60.293761,24.966881,https://www.aurarakennus.fi/,,+358 50 4631325,,False
692,"Ravintola Akseli, Ilmalan Aura",Other,Helsinki,Finland,60.20638770000001,24.9200211,https://www.ninankeittio.fi/helsinki-ilmala-akseli/,,+358 50 4772574,,False
693,Oura Health Oy,Health & Wellbeing,Helsinki,Finland,60.16785600000001,24.9443736,http://www.ouraring.com/,,,,False
694,Aurora Studios Oy,Creative Industries,Helsinki,Finland,60.15906409999999,24.9332251,http://aurorastudios.fi/,,,,False
695,Aurora Digital,Other,Helsinki,Finland,60.23043209999999,24.9001259,,,+358 45 78720246,,False
696,Aura Invalides (entrée place Vauban),Other,Paris,France,48.8539569,2.3123313,http://aura-invalides.com/,,,,False
697,Aura Événements,Other,Paris,France,48.8765211,2.3481163,https://www.aura-evenements.com/,,+33 6 25 95 84 62,,False
698,AURA,Other,Paris,France,48.8637738,2.3556081,https://www.instagram.com/aurajuiceparis/,,+33 6 80 78 07 87,,False
699,AURA Paris - Siège social & Centre de formation (FID),Health & Wellbeing,Ivry-sur-Seine,France,48.8171535,2.3675363,https://auraparis.org/fr/,,+33 1 81 69 60 00,,False
700,Aurae,Other,Paris,France,48.8640019,2.3348204,https://www.linkedin.com/company/aurae-impact/,,,,False
701,Aura Equipements,Other,Paris,France,48.8353927,2.3055409,http://www.easycom-aura.com/,,+33 1 56 81 28 70,,False
702,Aura,Other,Paris,France,48.8783465,2.3211686,http://aura.paris/,,+33 1 72 06 08 11,,False
703,Aura,Health & Wellbeing,Paris,France,48.8310052,2.3061096,,,+33 1 48 28 00 70,,False
704,Aura,Other,Paris,France,48.886654,2.3128686,http://www.aura-proprete.fr/,,+33 1 42 12 08 38,,False
705,Aura International School Of Management,Other,Lyon,France,45.757985,4.8617741,https://aura-group.com/,,+33 4 78 54 61 13,,False
706,aura,Health & Wellbeing,Paris,France,48.8644102,2.3439872,,,+33 6 85 64 42 21,,False
707,Aura RP,Other,Paris,France,48.8697278,2.3394278,https://www.aurarp.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4918560002201910076,,+33 6 48 15 94 16,,False
708,Aura Studio,Creative Industries,Paris,France,48.8690882,2.352782,http://www.aurastudio.fr/,,+33 1 42 41 26 60,,False
709,AURA FRANCE,Other,Cagnes-sur-Mer,France,43.6707949,7.131560599999999,,,+33 4 93 08 84 12,,False
710,Auris AURA,Other,Limonest,France,45.8129579,4.772247,http://www.auris-aura.com/,,+33 1 49 09 99 00,,False
711,Aura Digital,Other,Lyon,France,45.749106,4.8415741,https://aura-digital.fr/?utm_source=google&utm_medium=gmb,,+33 4 81 69 57 11,,False
712,Aura Sécurité Système,Other,Saint-Fons,France,45.7130507,4.8643851,http://www.aura2s.fr/,,+33 4 72 48 61 72,,False
713,Aura International School of Management,Other,Villeurbanne,France,45.762878,4.8928147,https://aura-lyon.com/contact-us/,,+33 4 69 96 55 60,,False
714,Auradata,Other,Lyon,France,45.75783,4.862908,https://auradata.fr/,,+33 4 37 72 93 59,,False
715,Aurae,Other,Lyon,France,45.7544942,4.8769306,https://linktr.ee/Weareaurae,,,,False
716,Aura Grand Lyon,Other,Lyon,France,45.7649286,4.8534019,,,+33 4 72 75 71 27,,False
717,AURA BERLIN,Other,Berlin,Germany,52.492424,13.4267293,http://www.auraberlin.com/,,+49 178 1484444,,False
718,AURA Marketing GmbH,Other,Berlin,Germany,52.50479499999999,13.3336195,http://www.getyouraura.de/,,+49 176 22371347,,False
719,Aura Berlin Studio,Health & Wellbeing,Berlin,Germany,52.5051536,13.3420471,http://auraberlinstudio.de/,,+49 176 86912233,,False
720,Aurora Deutschland GmbH,Health & Wellbeing,Berlin,Germany,52.4756899,13.3410743,https://www.auroramedicine.com/de,,+49 30 983216010,,False
721,Aura Daytime Restaurant,Other,Berlin,Germany,52.505668,13.321282,,,,,False
722,Aura Cocktail lounge,Event Management,Berlin,Germany,52.4771622,13.3298826,,,+49 30 89742237,,False
723,Aura GmbH & Co. KG,Other,Germersheim,Germany,49.2359197,8.3708084,http://www.auragmbh.com/,,+49 7274 70060,,False
724,Praxis für Aurafotografie und Reiki,Health & Wellbeing,Berlin,Germany,52.54559709999999,13.4131281,http://www.alexandraendler.de/,,+49 30 40574090,,False
725,The Aura,Other,London,United Kingdom,51.55499390000001,-0.3157717,http://www.theaura.co.uk/,,+44 20 3951 8540,,False
726,Aurora Energy Research,Other,Berlin,Germany,52.4896223,13.423728,https://www.auroraer.com/,,+49 30 12084969,,False
727,"Kosmetikstudio Aura Aesthetics - dauerhafte Haarentfernung in München, Gesichtsbehandlungen, Sugaring, Waxing, Pediküre",Health & Wellbeing,München,Germany,48.1321026,11.5798176,https://www.aura-aesthetics.de/,,+49 15510 160804,,False
728,Aura Lounge Frankfurt,Event Management,Frankfurt am Main,Germany,50.12786759999999,8.696085499999999,https://m.facebook.com/AuraLoungeFrankfurt,,+49 69 21008282,,False
729,Aura Escort Frankfurt,Other,Frankfurt am Main,Germany,50.0828094,8.629175199999999,https://www.aura-escort.de/?utm_source=google&utm_medium=organic&utm_campaign=GMB-FRA,,+49 176 83464929,,False
730,Aura-Kosmetik-Wellness-Beauty,Health & Wellbeing,Frankfurt am Main,Germany,50.1286863,8.6954117,https://wellness-aura.de/,,+49 69 27137001,,False
731,Aura Light GmbH,Other,Frankfurt am Main,Germany,50.1844901,8.668262499999999,https://www.auralight.com/de/,,+49 69 95059247,,False
732,Aura Pflegedienste GmbH,Health & Wellbeing,Frankfurt am Main,Germany,50.107733,8.541508199999999,http://www.aura-pflegedienste.de/,,+49 69 24248488,,False
733,Aura Homes,Other,Athina,Greece,37.9817786,23.7345682,https://aurahomes.co/,,+30 697 484 4914,,False
734,A.U.R.A.Acropolis Unique Residence Apartments,Creative Industries,Athina,Greece,37.9758633,23.7169211,https://www.facebook.com/auraathens.gr,,+30 694 646 0741,,False
735,Aura Vintage,Other,Athina,Greece,37.9651946,23.7494141,,,+30 21 1008 4940,,False
736,aura. the beauty room,Health & Wellbeing,Athina,Greece,37.9865732,23.6623479,,,+30 697 775 3188,,False
737,The Aura Studio,Creative Industries,Agios Dimitrios,Greece,37.9285417,23.7336189,https://www.aura.photography/space-overview,,+30 694 347 4351,,False
738,Aura Concept Store - Υποκατάστημα Αττικής,Other,Nea Filadelfia,Greece,38.0436947,23.7361276,https://gruppomd.gr/,,+30 21 0277 0050,,False
739,"Momo Suites, Acropolis by Aura Homes",Other,Athina,Greece,37.9751086,23.7280234,https://aurahomes.co/homes/contemporary-studio-in-plaka-a1/,,+30 697 484 4914,,False
740,Aura Media Lab,Creative Industries,Αμπελόκηποι,Greece,37.9926637,23.7673502,,,,,False
741,Aura Concept Store,Other,Thessaloniki,Greece,40.57284500000001,22.9941829,https://www.auraconceptstore.com/,,+30 231 027 3451,,False
742,AURA laser,Health & Wellbeing,Thessaloniki,Greece,40.6321279,22.9425543,http://www.auralaser.gr/,,+30 231 182 0831,,False
743,Aura Luxury Apartments,Health & Wellbeing,Ierissos,Greece,40.3989111,23.876493,http://www.auraluxury.gr/,,+30 697 570 3484,,False
744,#Aura Studios by halu! Apartments,Creative Industries,Thessaloniki,Greece,40.6362826,22.9389963,https://aurastudios.gr/,,+30 694 848 2857,,False
745,Aura Fitness Studio,Health & Wellbeing,Thessaloniki,Greece,40.6412682,23.0248931,https://www.aurafitnessstudio.gr/co/aura-fitness-studio-thessaloniki/?wl=true,,+30 694 786 7106,,False
746,Aura Budapest Perfumery,Other,Budapest,Hungary,47.5014942,19.0388641,https://aurabudapest.com/,,+36 20 960 9240,,False
747,Aurea Ana Palace Hotel,Accommodation,Budapest,Hungary,47.5040079,19.0463852,https://www.aureaanapalacehotel.com/?referer_code=lb0gg00yx&utm_source=google&utm_medium=business&utm_campaign=lb0gg00yx,,+36 20 254 0279,,False
748,Aura By Hanami,Other,Budapest,Hungary,47.47085939999999,19.0841762,,,,,False
749,Auróra,Other,Budapest,Hungary,47.4940733,19.076054,http://auroraonline.hu/,,,,False
750,Aura Food Kft.,Other,Budapest,Hungary,47.4861717,19.1717224,http://www.aura-food.hu/,,+36 1 260 0037,,False
751,Aura Natura,Other,Budaörs,Hungary,47.4576933,18.9515087,https://auranatura.hu/,,+36 70 423 8714,,False
752,Auraboost Jógastúdió,Health & Wellbeing,Budapest,Hungary,47.4816911,19.0811739,http://auraboostyoga.com/,,+36 30 412 4160,,False
753,AURA style,Other,Budapest,Hungary,47.486552,19.0617432,http://www.aurastyle.hu/,,+36 30 494 7781,,False
754,Aurora Reykjavík - The Northern Lights Center,Creative Industries,Reykjavík,Iceland,64.1563568,-21.9446635,https://aurorareykjavik.is/,,+354 780 4500,,False
755,Aurora Experts - Iceland,Other,Reykjavík,Iceland,64.1271531,-21.7563412,http://www.auroraexperts.is/,,+354 888 8181,,False
756,Aurora Luxury Iceland,Other,Reykjavík,Iceland,64.1015389,-21.7657705,https://auroraluxuryiceland.com/,,+354 850 1230,,False
757,Aurora Globe (Globe ehf.),Other,Reykjavík,Iceland,64.13322509999999,-21.8793043,https://auroraglobe.is/,,+354 839 6912,,False
758,AURA FOODS LTD,Other,,Ireland,53.4426985,-6.386035,http://www.aurafoods.ie/,,+353 87 651 4440,,False
759,Aurora Accounting and Business Services,Other,,Ireland,53.323324,-6.370063999999999,http://www.auroragroup.ie/,,+353 1 460 8090,,False
760,Aura Internet Services Ltd,Other,Carrickmacross,Ireland,53.97542989999999,-6.715862500000001,https://www.aura.ie/,,+353 42 966 4833,,False
761,Golden Aura Europe,Health & Wellbeing,Dublin,Ireland,53.2834571,-6.1401771,https://goldenaura.eu/,,+353 85 805 4533,,False
762,Auralia,Health & Wellbeing,,Ireland,53.3314065,-6.3710871,https://www.auralia.ie/,,+353 1 612 0551,,False
763,Aura Space,Health & Wellbeing,Dublin,Ireland,53.3577667,-6.227460799999999,https://auraspace.es/,,+34 657 43 75 00,,False
764,Centro Commerciale Aura,Other,Roma,Italy,41.9021051,12.4384975,https://www.centrocommercialeaura.it/?utm_source=google&utm_medium=button&utm_campaign=Google-My-Business,,+39 06 3975 1750,,False
765,Aura B,Other,Roma,Italy,41.8789867,12.4763056,,,,,False
766,Valle Aurelia,Other,Roma,Italy,41.9019045,12.4378981,,,,,False
767,AURA SOLUTIONS SRLS,Other,Roma,Italy,41.8241318,12.4873846,,,+39 340 938 6699,,False
768,Gruppo Aura - Agenzia Vodafone Business Milano,Other,Milano,Italy,45.4485819,9.1689436,http://www.gruppoaura.it/,,+39 800 810 797,,False
769,Aura S.R.L. - Eventi - Congressi E Viaggi,Other,Milano,Italy,45.4755104,9.2263375,,,+39 02 546 9912,,False
770,AURA Milano - Hair Love Experience,Health & Wellbeing,Milano,Italy,45.47833019999999,9.2197098,https://www.aurahairmilano.com/,,+39 331 222 6135,,False
771,Aura,Other,Milano,Italy,45.426523,9.266658999999999,http://auraisl.com/,,+91 18772872462,,False
772,"Aura Photo Agency - Photo Studio, Production, Artists' management",Creative Industries,Milano,Italy,45.4509689,9.1514022,http://www.auraphotoagency.com/,,,,False
773,Aura Srl,Other,Rovido Industriale,Italy,45.4142605,9.0892968,http://www.auraimm.it/,,+39 02 4846 3008,,False
774,Aurea Srls,Other,Milano,Italy,45.4887108,9.2096603,,,+39 351 901 0752,,False
775,AURAREE Italia,Other,Milano,Italy,45.46315200000001,9.182819199999999,https://www.auraree.com/,,,,False
776,Aura Yoga & Centro Olistico,Health & Wellbeing,Milano,Italy,45.4856179,9.1577024,https://www.aurayoga.it/,,+39 320 800 7738,,False
777,Aura Apartments in Venice Florida,Creative Industries,Nokomis,United States,27.1582353,-82.42351579999999,https://liveauraapartments.com/,,+1 941-352-1459,,False
778,Aura Teika,Other,Rīga,Latvia,56.9679405,24.1801143,,,+371 22 445 530,,False
779,VCA poliklīnika Aura (AS “Veselības centru apvienība),Health & Wellbeing,Rīga,Latvia,56.9581011,24.1777161,https://www.vca.lv/vca-poliklinikas/aura.html,,+371 67 799 977,,False
780,Aura Būve,Other,Rīga,Latvia,56.9734299,24.1405799,,,+371 26 827 275,,False
781,Aurabalt,Health & Wellbeing,Rīga,Latvia,56.950632,24.1108696,http://www.aurabalt.com/,,+371 26 555 824,,False
782,Aura Lab,Health & Wellbeing,Rīga,Latvia,56.9571115,24.1173345,http://bookauralab.as.me/,,+371 20 409 268,,False
783,Auralife Global,Health & Wellbeing,Rīga,Latvia,56.95616829999999,24.1252126,http://auralife.lv/,,+371 20 276 151,,False
784,Aurora Riga,Other,Rīga,Latvia,56.95721810000001,24.1157311,,,+371 29 335 821,,False
785,Aura Spa Vilnius,Health & Wellbeing,Vilnius,Lithuania,54.675195,25.2896334,https://www.auraspa.lt/,,+370 621 74645,,False
786,AuraGroup UAB,Other,Vilnius,Lithuania,54.7064688,25.2867259,https://www.auragroup.lt/,,+370 622 05823,,False
787,AUREA.SHOP,Other,Vilnius,Lithuania,54.7208285,25.2451882,https://aurea.shop/,,+370 699 33359,,False
788,Aura salonas,Health & Wellbeing,Vilnius,Lithuania,54.68541889999999,25.2751889,,,+370 653 89324,,False
789,AURAPLUS UAB AUSNĖ,Other,Šiauliai,Lithuania,55.9511182,23.315129,http://auraplus.eu/,,+370 686 38191,,False
790,Aurea Praxis,Other,Vilnius,Lithuania,54.7073596,25.2835177,http://www.aurea.lt/,,+370 5 237 5120,,False
791,Groupe Aura Sàrl,Other,Niederanven,Luxembourg,49.6517555,6.256821899999999,http://www.groupeaura.lu/,,+352 621 272 379,,False
792,Aura Lux Sàrl,Other,Steinfort,Luxembourg,49.6326628,5.892666999999999,https://www.aura-lux.lu/,,+352 27 56 11 11,,False
793,Aura Group,Other,Mondercange,Luxembourg,49.5245246,6.0103357,https://www.aura-groupe.lu/,,+352 26 55 02 98,,False
794,AURAE | Consulting & coaching | Gestion du stress & Leadership,Health & Wellbeing,Luxembourg,Luxembourg,49.6111691,6.1244013,https://auraebyestelle.com/,,+352 691 138 577,,False
795,Aura Wellness,Health & Wellbeing,St,Malta,35.9181118,14.4921949,http://www.aurawellnesspoint.com/,,+356 9911 3030,,False
796,Aura Aesthetics Malta,Health & Wellbeing,Il-Fgura,Malta,35.8739771,14.5172646,,,,,False
797,Look and Style by Aura salon,Health & Wellbeing,Chișinău,Moldova,47.0426142,28.7925784,https://www.instagram.com/lookandstyle_by_aura?igsh=MW82Y2dxM2ZhNWVjdQ==,,+373 684 46 629,,False
798,Agenția Aura,Other,Chișinău,Moldova,47.029838,28.8384691,,,+373 698 03 080,,False
799,Aurora Trust,Other,Chișinău,Moldova,47.0420484,28.8564947,https://aurora.md/?portfolio=gradinita-pentru-fiecare,,+373 691 08 836,,False
800,Louis Vuitton Monaco,Other,Monaco,Monaco,43.7393596,7.426683499999999,https://en.louisvuitton.com/eng-nl/point-of-sale/monaco/louis-vuitton-monaco,,+377 93 25 13 44,,False
801,AURA - Your Connection to Montenegro,Other,Podgorica,Montenegro,42.4518688,19.2978957,http://auramontenegro.com/,,+382 69 270 270,,False
802,AURA,Other,Podgorica,Montenegro,42.4423729,19.2717996,,,+382 69 029 889,,False
803,Aura Smart Store,Creative Industries,Amsterdam,Netherlands,52.3778544,4.8956953,,,+31 20 233 7110,,False
804,Aurai,Other,Amsterdam,Netherlands,52.35923099999999,4.8951632,http://aurai.com/,,+31 20 240 9103,,False
805,Aura Smart Store,Creative Industries,Amsterdam,Netherlands,52.37620339999999,4.8953685,,,+31 20 620 3905,,False
806,het ´AURA TEAM´ Aura Foto 's en uitleg,Other,Amsterdam,Netherlands,52.3818239,4.8867536,http://www.aura-foto.nl/,,+31 6 83218402,,False
807,Aurora,Other,Amsterdam,Netherlands,52.36619719999999,4.893394,http://www.aurora-kontakt.nl/,,+31 20 623 4062,,False
808,Aura Business Center,Other,Shkupi,North Macedonia,41.9986053,21.4251704,,,,,False
809,Aura,Other,Skopje,North Macedonia,42.0010582,21.4246883,http://www.aura.com.mk/,,+389 2 313 3338,,False
810,Aura Lounge,Event Management,Shkupi,North Macedonia,42.0034789,21.3962392,,,+389 76 204 677,,False
811,AURA AS,Other,Sopishte,North Macedonia,41.9422431,21.4318597,https://www.instagram.com/auraas.mk,,+389 78 283 323,,False
812,Casa Aura,Other,Skopje,North Macedonia,41.96236589999999,21.4396018,,,+389 77 771 821,,False
813,Aura,Other,Shkupi,North Macedonia,42.001053,21.4395851,,,,,False
814,Aura By Jewel of India Restaurant,Other,,Norway,59.91594559999999,10.7168612,http://www.aurarestaurant.no/,,+47 22 55 39 29,,False
815,Auralight AS,Other,,Norway,59.9127274,10.6348997,http://www.auralight.no/,,+47 22 88 39 00,,False
816,Aura Group,Other,,Norway,59.95566280000001,10.6607014,,,+47 92 65 50 50,,False
817,Aura Beauty AS,Health & Wellbeing,,Norway,59.9201533,10.7374858,http://aurabeauty.no/no/contact,,+47 92 35 39 97,,False
818,Aura Nightclub,Event Management,,Norway,60.3935826,5.3241524,,,+47 55 32 22 77,,False
819,Aura Distribution Sp. z o.o.,Other,Mościska,Poland,52.2840114,20.8753602,,,+48 506 281 001,,False
820,Aura,Other,Warszawa,Poland,52.2265405,21.0159834,https://m.facebook.com/aurabourbonbar/,,+48 576 367 379,,False
821,Centrum Podróży AURA Sp. z o.o.,Other,Warszawa,Poland,52.218065,20.964274,http://www.bilety.pl/,,+48 22 823 68 58,,False
822,"AURA Technologies Sp. z o.o. - dostawca rozwiązań IT; autoryzowany partner enova365, SaldeoSMART i AMODIT",Creative Industries,Warszawa,Poland,52.2103127,20.952388,https://www.auratech.pl/,,+48 22 460 54 60,,False
823,Aura Solar Sp. z o.o. Sp. K.,Other,Warszawa,Poland,52.23788159999999,20.99525,https://aurasolar.pl/,,+48 667 500 500,,False
824,Aura Krzysztof Ryszewski,Other,Warszawa,Poland,52.2810058,21.0471704,https://www.money.pl/rejestr-firm/nip/524-23-11-829/kod-pocztowy/03-285/,,,,False
825,Aurora,Other,Warszawa,Poland,52.24225759999999,21.0127736,http://auroraintelligence.com/,,+48 22 299 84 11,,False
826,Aura Park,Other,Warszawa,Poland,52.160832,21.0753865,,,+48 603 409 640,,False
827,Aura Massage Warsaw,Health & Wellbeing,Warszawa,Poland,52.2359701,21.0112829,https://auramassage.pl/,,+48 453 272 888,,False
828,Aura Place,Health & Wellbeing,Warszawa,Poland,52.344263,21.0543426,http://auraplace.booksy.com/,,+48 881 776 221,,False
829,Auraco sp. z o.o.,Other,Warszawa,Poland,52.2339668,21.0334609,http://www.auraco.pl/,,+48 22 207 21 87,,False
830,Aura Wind Sp. z o.o.,Other,Warszawa,Poland,52.2379171,20.9956396,https://aurawind.pl/,,+48 667 500 500,,False
831,Marcin Januszaniec – delikatne tatuaże Warszawa,Other,Warszawa,Poland,52.23022100000001,21.016413,https://aurastudiotatuazu.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,,+48 733 951 313,,False
832,Aura | Kawiarnia,Other,Kraków,Poland,50.0668783,19.9407591,,,+48 737 484 266,,False
833,Producent mebli - Aura Design,Creative Industries,Kraków,Poland,50.0807618,20.0159772,http://www.aura-meble.com/,,+48 12 292 30 63,,False
834,Aura REE Portugal,Other,Lisboa,Portugal,38.7701449,-9.0980724,http://www.auraree.com/portugal,,+351 21 053 4816,,False
835,AURA Residences,Other,Lisboa,Portugal,38.7221288,-9.1450506,http://www.aura30.com/,,,,False
836,Aura Wellness Bar,Health & Wellbeing,Lisboa,Portugal,38.7146396,-9.162633000000001,http://www.aurawellnessbar.com/,,,,False
837,AURA Rentals,Other,Agualva-Cacém,Portugal,38.7617337,-9.3012633,http://www.aurarentals.pt/,,,,False
838,Aura Dim Sum,Other,Lisboa,Portugal,38.712882,-9.1291298,http://auradimsum.com/,,+351 910 116 489,,False
839,Áurea Museum,Other,Lisboa,Portugal,38.7092059,-9.130455399999999,https://www.eurostarshotels.com.pt/aurea-museum.html?referer_code=lb0gg00yx&utm_source=google&utm_medium=business&utm_campaign=lb0gg00yx,,+351 21 116 6100,,False
840,Aura Lisbon,Health & Wellbeing,Lisboa,Portugal,38.7645779,-9.1796068,https://www.auralisbonspa.com/,,+351 911 872 349,,False
841,Aura Lisboa,Other,Lisboa,Portugal,38.7079219,-9.1377963,,,+351 21 346 9447,,False
842,AuraBrand,Other,Porto,Portugal,41.1572891,-8.6023,http://aurabrand.pt/,,+351 915 575 701,,False
843,Aura Beauty,Health & Wellbeing,Porto,Portugal,41.1486176,-8.6075993,https://pt.zappysoftware.com/m/saraoliveira-5?fbclid=PAZXh0bgNhZW0CMTEAAaYUcL0YcMPlPX7YT8uW09AQa3rv6p7wNPVipFSnEO5Lzt0eyvxruBVx2vM_aem_ARf28lYWsYFXdccTujzr4w0LSFCAsTzZ920QVOYtxl5aaVcMMTRLDIQrbaR084xpReTWLX3zajmwHT1OUVfl4LQB#pro,,+351 912 952 262,,False
844,Aura Partners,Creative Industries,Porto,Portugal,41.1592278,-8.6120194,http://www.aurapartners.pt/,,+351 22 323 1246,,False
845,Aura Radu,Other,București,Romania,44.4265322,26.0976717,http://www.creatievestimentara.ro/,,+40 747 154 357,,False
